2025-10-18T22:10:58.839Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T13:31:09.289Z | auth | login_success | {"username": "Lucie Ribesse"}
2025-10-19T13:31:09.313Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T13:31:32.510Z | auth | logout | {"username": "Lucie Ribesse"}
2025-10-19T13:31:32.530Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:32:32.858Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:32:34.355Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:36:53.862Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:37:16.255Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:40:08.373Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:50:35.200Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:57:15.433Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T13:57:16.614Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T13:57:27.250Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T13:57:27.259Z | auth | login_success | {"username": "admin"}
2025-10-19T13:57:27.283Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:20:33.461Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:20:38.082Z | auth | logout | {"username": "admin"}
2025-10-19T18:20:38.102Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:20:47.319Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:23:15.110Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:23:18.381Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:23:19.522Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:23:19.526Z | auth | login_success | {"username": "admin"}
2025-10-19T18:23:19.541Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:22.633Z | ui | toggle_login_modal | {"open_clicks": 2, "cancel_clicks": null, "was_open": false}
2025-10-19T18:23:33.161Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:23:33.167Z | auth | login_success | {"username": "admin"}
2025-10-19T18:23:33.183Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:36.577Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:43.777Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:49.811Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:50.786Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:23:51.918Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:30.239Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:32.585Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:33.502Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:34.116Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:34.739Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:24:35.319Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:28:17.591Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:29:05.657Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:29:10.712Z | auth | logout | {"username": "admin"}
2025-10-19T18:29:10.724Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:29:20.739Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:29:22.704Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:29:22.708Z | auth | login_success | {"username": "admin"}
2025-10-19T18:29:22.722Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:30:50.192Z | auth | logout | {"username": "admin"}
2025-10-19T18:30:50.220Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:31:44.260Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:31:45.937Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": 1, "was_open": true}
2025-10-19T18:31:48.422Z | ui | toggle_login_modal | {"open_clicks": 2, "cancel_clicks": 1, "was_open": false}
2025-10-19T18:31:49.415Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:31:49.421Z | auth | login_success | {"username": "admin"}
2025-10-19T18:31:49.435Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:35:35.119Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:36:38.292Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:36:38.295Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:37:40.399Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:37:40.402Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:38:13.666Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:38:13.668Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:38:40.395Z | admin | relation_approval_callback | {"approve_clicks": [], "reject_clicks": []}
2025-10-19T18:38:40.395Z | admin | relation_approval_no_trigger | {"reason": "no_triggered_id"}
2025-10-19T18:40:13.793Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:40:15.472Z | auth | logout | {"username": "admin"}
2025-10-19T18:40:15.486Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:40:16.968Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:40:48.146Z | ui | toggle_login_modal | {"open_clicks": 2, "cancel_clicks": null, "was_open": false}
2025-10-19T18:40:49.267Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:40:49.271Z | auth | login_success | {"username": "admin"}
2025-10-19T18:40:49.287Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:41:29.876Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:43:00.410Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:43:19.856Z | auth | logout | {"username": "admin"}
2025-10-19T18:43:19.870Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:43:22.889Z | ui | toggle_register_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:43:25.329Z | ui | toggle_register_modal | {"open_clicks": 1, "cancel_clicks": 1, "was_open": true}
2025-10-19T18:43:26.092Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:43:38.156Z | auth | login_attempt | {"username": "Lucie Ribesse", "has_password": true}
2025-10-19T18:43:38.159Z | auth | login_success | {"username": "Lucie Ribesse"}
2025-10-19T18:43:38.170Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:43:44.720Z | auth | logout | {"username": "Lucie Ribesse"}
2025-10-19T18:43:44.736Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:51:33.320Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:51:51.842Z | ui | toggle_propose_person_modal | {"triggered": "btn-propose-person", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": null, "was_open": false}
2025-10-19T18:51:56.661Z | ui | toggle_propose_person_modal | {"triggered": "btn-submit-propose-person", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": 1, "was_open": true}
2025-10-19T18:51:59.184Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:52:00.182Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:52:00.184Z | auth | login_success | {"username": "admin"}
2025-10-19T18:52:00.199Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:53:50.715Z | auth | logout | {"username": "admin"}
2025-10-19T18:53:50.731Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:54:19.698Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:54:20.554Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:54:20.558Z | auth | login_success | {"username": "admin"}
2025-10-19T18:54:20.572Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:54:52.414Z | auth | logout | {"username": "admin"}
2025-10-19T18:54:52.427Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:54:59.092Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T18:55:02.670Z | ui | toggle_propose_person_modal | {"triggered": "btn-propose-person", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": null, "was_open": false}
2025-10-19T18:55:05.733Z | ui | toggle_propose_person_modal | {"triggered": "btn-submit-propose-person", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": 1, "was_open": true}
2025-10-19T18:55:08.854Z | ui | toggle_propose_relation_modal | {"triggered": "btn-propose-relation", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": null, "was_open": false}
2025-10-19T18:55:16.522Z | proposal | propose_relation_start | {"n_clicks": 1, "person1": "__CREATE__Pipi", "person2": "__CREATE__Caca", "relation_type": 0}
2025-10-19T18:55:16.524Z | ui | toggle_propose_relation_modal | {"triggered": "btn-submit-propose-relation", "open_clicks": 1, "cancel_clicks": null, "submit_clicks": 1, "was_open": true}
2025-10-19T18:55:16.528Z | proposal | create_person_inline | {"name": "Pipi", "success": true}
2025-10-19T18:55:16.529Z | proposal | create_person_inline | {"name": "Caca", "success": true}
2025-10-19T18:55:16.530Z | proposal | propose_relation_submitted | {"submission_id": 17, "person1": "Pipi", "person2": "Caca", "relation_type": 0, "submitted_by": "anonymous", "created_persons": ["Pipi", "Caca"]}
2025-10-19T18:55:19.125Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T18:55:20.003Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T18:55:20.006Z | auth | login_success | {"username": "admin"}
2025-10-19T18:55:20.037Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T18:55:20.347Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:55:20.347Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:55:24.983Z | admin | relation_approval_callback | {"approve_clicks": [1], "reject_clicks": [null]}
2025-10-19T18:55:24.984Z | admin | relation_action | {"action": "approve-relation", "relation_id": 17}
2025-10-19T18:55:27.463Z | admin | relation_approval_callback | {"approve_clicks": [2], "reject_clicks": [null]}
2025-10-19T18:55:27.463Z | admin | relation_action | {"action": "approve-relation", "relation_id": 17}
2025-10-19T18:55:29.184Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:55:29.184Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:55:59.229Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:55:59.230Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:56:37.307Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:56:37.308Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:57:02.320Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:57:02.321Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:57:35.464Z | admin | relation_approval_callback | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T18:57:35.497Z | admin | relation_approval_no_real_click | {"approve_clicks": [null], "reject_clicks": [null]}
2025-10-19T19:03:01.978Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:03:06.080Z | admin | relation_approval_callback | {"approve_clicks": [1], "reject_clicks": [null]}
2025-10-19T19:03:06.081Z | admin | relation_action | {"action": "approve-relation", "relation_id": 17}
2025-10-19T19:03:06.090Z | admin | relation_approved | {"relation_id": 17, "success": true}
2025-10-19T19:03:09.011Z | auth | logout | {"username": "admin"}
2025-10-19T19:03:09.023Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T19:03:17.502Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T19:03:18.444Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T19:03:18.448Z | auth | login_success | {"username": "admin"}
2025-10-19T19:03:18.465Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:04:20.200Z | auth | logout | {"username": "admin"}
2025-10-19T19:04:20.215Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T19:07:25.410Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T19:07:26.605Z | ui | toggle_login_modal | {"open_clicks": 1, "cancel_clicks": null, "was_open": false}
2025-10-19T19:07:27.689Z | auth | login_attempt | {"username": "admin", "has_password": true}
2025-10-19T19:07:27.692Z | auth | login_success | {"username": "admin"}
2025-10-19T19:07:27.705Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:08:07.468Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:15:00.347Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:15:30.729Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:22:34.577Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:27:34.871Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:33:18.269Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:40:57.374Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:41:42.904Z | navigation | display_page | {"pathname": "/", "authenticated": true}
2025-10-19T19:42:35.923Z | auth | logout | {"username": "admin"}
2025-10-19T19:42:35.939Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T21:15:12.057Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T21:15:45.419Z | navigation | display_page | {"pathname": "/", "authenticated": false}
2025-10-19T21:23:44.151Z | navigation | display_page | {"pathname": "/", "authenticated": false}
